INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : CARAVELI-AREQUIPA
CODIGO  : CARV
LATITUD : -15.773
LONGITUD: -73.368

2. SISMO
FECHA LOCAL     : 2021/02/27
HORA LOCAL      : 21:16:00
LATITUD         : -17.73
LONGITUD        : -72.75
PROFUNDIDAD     : 25 km
MAGNITUD        : M5.9
DIST. EPICENTRAL: 227.6 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/02/28 02:16:16  UTC
NUMERO DE MUESTRAS         : 16001
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   0.6309     0.7600        0.9147

              Z              N              E
      -0.000076       0.000360      -0.000585
       0.000085      -0.005221      -0.002164
      -0.000151       0.003641      -0.001550
      -0.001345      -0.007403      -0.004341
       0.001011       0.002151       0.000695
       0.001254      -0.002004      -0.002268
       0.002183      -0.001760      -0.000015
       0.000372      -0.000352       0.000867
      -0.000447      -0.004740       0.000271
      -0.000505       0.002435      -0.001895
       0.000605      -0.005385      -0.002767
       0.001117      -0.000027      -0.002094
       0.000029      -0.000097      -0.002456
      -0.000610      -0.002131       0.000668
      -0.001306      -0.001699      -0.001197
       0.001465      -0.003546       0.000275
       0.000747       0.000659      -0.000987
       0.001684      -0.003129       0.001389
      -0.000839       0.001105      -0.000322
       0.000451       0.000598      -0.002423
       0.000503      -0.003910       0.000109
      -0.000220      -0.000934      -0.002706
       0.001680      -0.002692      -0.002123
      -0.002554      -0.001211      -0.000035
       0.002608      -0.000091       0.002013
      -0.000118      -0.002092      -0.002740
      -0.000843      -0.000647       0.000009
       0.001384      -0.002871      -0.000833
      -0.002201      -0.004039      -0.003165
       0.003799       0.001590      -0.001166
       0.001101      -0.000935      -0.003775
      -0.002023      -0.001340      -0.000161
       0.001119       0.000758      -0.001017
       0.003156      -0.004355       0.001179
       0.000501      -0.001681       0.000451
      -0.002115      -0.001090      -0.002026
      -0.000682      -0.002284      -0.000302
       0.000591      -0.000864      -0.001153
       0.001639       0.000883      -0.000859
      -0.000263      -0.000480      -0.003651
       0.001155      -0.003932      -0.001572
       0.002600      -0.000115      -0.001289
       0.000130      -0.002105      -0.001167
      -0.001162      -0.002672      -0.002596
      -0.000821      -0.001009      -0.002709
      -0.003472      -0.001803      -0.000857
       0.000266       0.000097      -0.001750
       0.006454      -0.000793       0.001936
       0.001501      -0.002360      -0.002529
       0.000100      -0.001597      -0.004616
      -0.000922      -0.001153      -0.000100
      -0.003104      -0.000088       0.001704
      -0.000784      -0.000363       0.000109
       0.002793      -0.002510      -0.001653
       0.002520      -0.000218      -0.000955
      -0.000257      -0.003821      -0.000694
      -0.000472      -0.003858      -0.001073
      -0.000470      -0.002799      -0.002048
      -0.000502      -0.001692       0.001591
      -0.000112       0.004316       0.000808
       0.002236      -0.000532      -0.000950
       0.001128       0.001194      -0.002852
       0.000550      -0.002365      -0.002591
      -0.000673      -0.005737       0.001307
      -0.002540      -0.002235      -0.002694
       0.000598      -0.002952       0.000465
       0.001497       0.000590      -0.001093
       0.002485      -0.000472      -0.003643
       0.001940       0.000949      -0.000823
       0.002214       0.000548      -0.002369
      -0.001050      -0.004244      -0.000439
      -0.004773      -0.005691      -0.000705
      -0.002595      -0.002717       0.000812
      -0.000014      -0.000353       0.000169
       0.003109       0.001013      -0.000503
       0.000178      -0.001851      -0.003344
       0.001393      -0.002368      -0.002592
       0.000483       0.000181       0.000008
      -0.001515      -0.001549      -0.003282
       0.000403       0.000229       0.000327
      -0.001124      -0.002885      -0.000789
       0.001844       0.001089       0.000328
       0.002178      -0.000423      -0.002479
       0.002724      -0.004003      -0.003641
      -0.000578      -0.001454      -0.001586
      -0.004219      -0.005342      -0.001415
      -0.000306       0.000096       0.003190
       0.001727      -0.002946       0.001376
       0.001417       0.001923       0.000502
      -0.000290       0.000501      -0.000803
      -0.000338      -0.001893      -0.002241
       0.002535       0.000244      -0.002566
       0.000406      -0.006164      -0.000778
      -0.003470       0.000908      -0.003216
       0.000861      -0.006728      -0.000417
       0.000151      -0.000017       0.001257
       0.001457      -0.000179      -0.001137
       0.001445      -0.003417      -0.000784
      -0.001276       0.001456      -0.000534
       0.001194      -0.005124       0.001027
      -0.000201       0.003919      -0.003431
       0.000973      -0.004500      -0.001042
      -0.001268      -0.002341      -0.000772
       0.000727      -0.001338       0.001408
       0.001018      -0.002196      -0.001183
      -0.000566      -0.000058      -0.004498
       0.000385      -0.003074       0.000666
      -0.000837      -0.000403      -0.001108
       0.001216      -0.003131       0.002528
      -0.000241       0.000943      -0.000502
       0.000814      -0.003143      -0.001772
      -0.000364      -0.000326      -0.001888
      -0.000808      -0.003276      -0.002715
       0.000989       0.000497      -0.000599
       0.000760      -0.000260      -0.002877
       0.000452      -0.003900       0.000232
      -0.001277      -0.000500       0.001885
      -0.001564      -0.003793       0.001001
       0.001366       0.001181      -0.000390
       0.002165      -0.002885      -0.002621
       0.001748       0.000208      -0.001465
      -0.000207      -0.000992      -0.003254
      -0.002781       0.001181      -0.002238
