INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : CHORRILLOS-LIMA
CODIGO  : CHRR
LATITUD : -12.201
LONGITUD: -76.977

2. SISMO
FECHA LOCAL     : 2021/04/19
HORA LOCAL      : 23:53:29
LATITUD         : -12.61
LONGITUD        : -76.87
PROFUNDIDAD     : 44 km
MAGNITUD        : M5
DIST. EPICENTRAL: 47.0 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/04/20 04:53:25  UTC
NUMERO DE MUESTRAS         : 10001
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   23.5233     28.1634        25.2447

              Z              N              E
       0.021608       0.013096      -0.029384
      -0.025472       0.041841       0.034071
      -0.041518      -0.024044      -0.003986
       0.000410      -0.008306      -0.037481
       0.015931       0.041358       0.022590
       0.003801      -0.035101       0.052305
       0.002830      -0.024613      -0.013968
      -0.008335       0.006204      -0.034714
      -0.001232       0.015277       0.034058
       0.019990      -0.028311       0.019203
       0.005039      -0.019844      -0.035018
      -0.001682       0.066059      -0.002913
      -0.003501      -0.004518       0.048575
      -0.023974      -0.042003       0.006666
      -0.005949      -0.023906      -0.042128
       0.016445       0.014221       0.026273
       0.020771       0.006391       0.053917
       0.006558      -0.031058      -0.045825
      -0.025179       0.040961      -0.034066
      -0.002628       0.009489       0.060722
       0.013647      -0.024135       0.013425
      -0.011935       0.012677      -0.060181
      -0.005361       0.013601      -0.001370
       0.004176       0.002855       0.045125
      -0.000762      -0.036878      -0.021477
      -0.000349       0.004613      -0.026869
       0.003190       0.043276       0.055381
       0.021916      -0.029369       0.028977
       0.006046      -0.025257      -0.061814
      -0.038226       0.021878      -0.004321
      -0.015034      -0.017102       0.057544
       0.019961      -0.031385       0.005463
      -0.001099       0.019399      -0.026867
       0.005360       0.046682       0.016094
       0.024499      -0.017785       0.040291
       0.003234      -0.062395      -0.018001
      -0.014874       0.016242       0.015528
      -0.008309       0.035065       0.043056
      -0.006706      -0.015075      -0.055864
      -0.014535       0.001170      -0.066471
       0.008047       0.029758       0.031352
       0.007545      -0.017151       0.054739
      -0.006861      -0.034907      -0.014331
       0.012514       0.052009       0.016331
       0.018174       0.007409       0.042729
      -0.000560      -0.075913      -0.052699
      -0.024941       0.020135      -0.057204
      -0.005237       0.052513       0.034906
       0.013134      -0.044054       0.044888
      -0.004684      -0.030076      -0.000464
       0.002072       0.040269       0.025831
       0.012068       0.004974       0.021584
       0.006802      -0.046467      -0.049404
      -0.012629       0.016377      -0.026863
      -0.012031       0.056688       0.045128
       0.007991      -0.033715       0.016829
