INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : CAMACHO-LIMA
CODIGO  : CAMA
LATITUD : -12.070
LONGITUD: -76.967

2. SISMO
FECHA LOCAL     : 2021/04/19
HORA LOCAL      : 23:53:29
LATITUD         : -12.61
LONGITUD        : -76.87
PROFUNDIDAD     : 44 km
MAGNITUD        : M5
DIST. EPICENTRAL: 61.0 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/04/20 04:53:25  UTC
NUMERO DE MUESTRAS         : 10001
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   7.9127     10.3573        14.8378

              Z              N              E
       0.003903       0.012746       0.002936
       0.008010       0.003825      -0.015785
       0.007668      -0.021046       0.008481
       0.002426      -0.009311       0.000175
      -0.004548      -0.017423      -0.006685
      -0.003960       0.003998       0.012984
       0.000911       0.005337       0.003386
      -0.002210      -0.004544       0.001969
       0.000067       0.007697      -0.000115
       0.002148      -0.008648      -0.008184
       0.001009      -0.009006      -0.007664
      -0.001693      -0.005516      -0.002803
      -0.004664      -0.007658      -0.001901
      -0.000321       0.001752      -0.000020
      -0.001120      -0.005190       0.008765
      -0.002017      -0.001767       0.001133
      -0.001576       0.001203      -0.006135
      -0.002955      -0.015429       0.005997
       0.001964       0.005481       0.004652
       0.002848       0.004503      -0.000748
       0.002375      -0.010280       0.006237
       0.002260       0.004221      -0.006986
      -0.002501      -0.025174      -0.001669
      -0.002807      -0.014998       0.008688
      -0.001818       0.024461      -0.009783
       0.002574      -0.001684       0.006655
       0.005754      -0.004619       0.009519
       0.002441       0.014134      -0.016569
       0.002526      -0.015173      -0.008963
       0.000578      -0.005946       0.000913
      -0.001612       0.000075       0.004410
      -0.002665      -0.022320       0.007410
      -0.008102       0.003634       0.004704
      -0.003477      -0.014012      -0.000381
       0.005350      -0.011990      -0.001764
       0.000691       0.009819       0.003309
      -0.001989      -0.008271      -0.014150
       0.000399       0.016617      -0.006527
       0.004513       0.004750       0.003761
       0.007715      -0.007506      -0.019811
       0.003832       0.003398       0.011938
       0.000743      -0.025806       0.016982
      -0.007387      -0.011519      -0.000167
      -0.008106       0.003324       0.016596
      -0.002690      -0.005433      -0.017556
      -0.003042       0.004826      -0.008138
       0.000440      -0.007831       0.016314
       0.001196      -0.000295      -0.010300
       0.001623       0.011515       0.000694
       0.001593      -0.017063       0.001650
      -0.000344      -0.015388      -0.001919
       0.002634      -0.003274       0.010332
       0.003379      -0.003535      -0.007129
       0.002219       0.000810       0.001526
      -0.000494      -0.001425       0.008433
      -0.005620      -0.000167      -0.011521
      -0.003063       0.002315      -0.003227
       0.001018       0.001522      -0.005136
       0.002464       0.001092      -0.006845
       0.006700      -0.004813       0.007740
       0.003531      -0.017234       0.014307
      -0.004073      -0.011508       0.004798
      -0.006483      -0.009378      -0.005408
      -0.004251       0.003148       0.009423
      -0.003753       0.008875      -0.008278
      -0.003833      -0.002489      -0.009704
       0.005240       0.006294       0.012464
       0.010749      -0.009809      -0.006766
       0.002582       0.000692      -0.000598
      -0.001842      -0.006998       0.003805
      -0.002856      -0.025576      -0.014536
      -0.006078       0.007031       0.001155
      -0.004734      -0.006522       0.011561
      -0.002217      -0.005343       0.002231
       0.003811       0.008772      -0.002429
       0.007199      -0.004632      -0.007737
       0.003370       0.002507       0.003817
       0.002459      -0.004518      -0.007052
      -0.001265      -0.008715      -0.002878
      -0.005271      -0.005807       0.026534
      -0.003252      -0.006468      -0.011367
       0.000867       0.000834      -0.007849
       0.006620      -0.009559       0.019723
       0.001277      -0.002229      -0.006500
      -0.002301       0.012574      -0.003309
       0.002374      -0.002264      -0.006156
      -0.002975      -0.005969      -0.010342
      -0.004878      -0.002512       0.004552
      -0.001569      -0.012394       0.000021
       0.002248      -0.009428       0.005136
       0.003889      -0.001105       0.006752
      -0.003390      -0.005670       0.001282
      -0.004106       0.001619      -0.002816
