INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : LA PERLA-LIMA
CODIGO  : PERL
LATITUD : -12.066
LONGITUD: -77.108

2. SISMO
FECHA LOCAL     : 2021/05/12
HORA LOCAL      : 10:56:56
LATITUD         : -14.28
LONGITUD        : -75.85
PROFUNDIDAD     : 59 km
MAGNITUD        : M5.6
DIST. EPICENTRAL: 281.7 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/05/12 15:57:22  UTC
NUMERO DE MUESTRAS         : 12001
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   1.9134     2.1477        2.2800

              Z              N              E
      -0.025637       0.047798      -0.089337
      -0.004490       0.033159       0.082435
      -0.004813      -0.055729      -0.058808
      -0.015206       0.072103      -0.099681
       0.027293      -0.109975       0.116026
       0.013793       0.024642      -0.050045
      -0.013981       0.049810      -0.065365
       0.008922      -0.075959       0.063103
       0.005680       0.110149      -0.030093
      -0.045965       0.016912      -0.064926
       0.015555      -0.086351       0.064552
       0.001713       0.057390      -0.044678
      -0.020095       0.033751      -0.052393
       0.028759      -0.073275       0.149889
      -0.001474       0.074457      -0.114085
       0.017350      -0.013643      -0.128812
       0.005443      -0.046880       0.153874
      -0.002346       0.078061      -0.053658
       0.009185      -0.044930      -0.024815
       0.000424       0.020175       0.020968
      -0.033436       0.030314      -0.085125
      -0.026595      -0.051104       0.057889
       0.058524       0.003678      -0.029181
      -0.005991       0.006729      -0.025115
       0.003331       0.043611       0.006567
       0.055551       0.004586      -0.038899
      -0.055859      -0.005515       0.007543
      -0.032681       0.033395      -0.037163
       0.017061      -0.075843       0.017843
      -0.002071       0.048966       0.013419
      -0.001895       0.060215      -0.050540
       0.030627      -0.080771       0.021864
       0.028561      -0.034883      -0.011931
      -0.046281       0.022674      -0.065184
      -0.027508       0.091853       0.003692
       0.003392      -0.045213       0.011527
       0.001154      -0.006119      -0.011753
      -0.000994       0.058152      -0.068255
       0.013987      -0.021395       0.049688
       0.029563      -0.003005       0.009470
       0.004357      -0.013589      -0.100612
      -0.011088       0.009101       0.100916
      -0.013482       0.028641      -0.036909
      -0.017424       0.032333      -0.087852
      -0.004058      -0.043711       0.042350
       0.024904       0.016502      -0.016940
       0.027874      -0.020590      -0.012795
       0.024998       0.014310       0.004277
      -0.010976       0.067742      -0.002034
      -0.049184      -0.054049      -0.029560
       0.002643       0.003983      -0.023691
       0.033976      -0.031646      -0.021162
      -0.000091       0.088558      -0.014189
      -0.008129       0.008050      -0.005318
      -0.016778      -0.065420      -0.011648
       0.003068       0.043948      -0.010579
       0.012923      -0.066721       0.004139
       0.010635       0.083361      -0.021447
       0.002118       0.027775      -0.028591
      -0.004683      -0.069825       0.020180
       0.025855       0.012123      -0.014971
      -0.003383      -0.009403      -0.042138
      -0.024490       0.041266      -0.013363
      -0.043094      -0.003205       0.025032
      -0.021437      -0.010676      -0.012197
       0.007978      -0.001791       0.000091
       0.034038      -0.006068       0.011490
       0.085803       0.039787      -0.040591
       0.012651       0.027799      -0.004754
      -0.048379      -0.015469      -0.047495
      -0.043337      -0.020563      -0.004100
      -0.029621       0.021000       0.004861
       0.004387       0.006471      -0.030000
       0.008367       0.021521       0.024279
       0.025036      -0.008241      -0.038889
       0.023868       0.008754       0.014715
       0.001024       0.019895      -0.022184
       0.009611      -0.048378      -0.016489
       0.004252       0.030841       0.007957
      -0.009506       0.004419      -0.100972
      -0.024009       0.014925       0.103417
       0.013510       0.009398      -0.006954
       0.002508      -0.045168      -0.108351
      -0.010368       0.044218       0.057437
       0.028211      -0.005283      -0.077112
      -0.034406       0.069187       0.007663
       0.000126      -0.004641       0.020917
       0.046587      -0.093527      -0.021607
       0.006771       0.057064       0.026878
      -0.017886      -0.014120      -0.052032
      -0.020291       0.090278      -0.014608
      -0.004344      -0.056025      -0.012254
      -0.028635      -0.068246       0.019999
      -0.004408       0.169949      -0.047792
      -0.001126      -0.095971       0.032768
       0.047175      -0.006125       0.008097
       0.030627       0.037075      -0.122381
      -0.046698      -0.075986       0.097402
       0.019029       0.055681      -0.066411
      -0.017544       0.032254      -0.034035
       0.021072       0.027829       0.084793
       0.029849       0.021635      -0.087270
      -0.037047      -0.078796       0.035250
       0.024177       0.003855      -0.033332
      -0.058523       0.094069      -0.082060
      -0.031214      -0.110220       0.047248
       0.072809      -0.012637      -0.029019
       0.034754       0.094190       0.002629
      -0.005933      -0.039083       0.043992
       0.010284       0.018039      -0.083453
      -0.021638      -0.003014       0.008534
      -0.079487      -0.004037      -0.014765
       0.042933       0.012961      -0.050607
       0.035093      -0.006385       0.077635
       0.014067       0.051232      -0.080048
       0.027855      -0.035331      -0.007479
      -0.023495       0.012873       0.024207
      -0.036858       0.058699      -0.079046
      -0.030181      -0.077890       0.042881
       0.010389       0.061028      -0.065156
      -0.020111       0.000783       0.056266
       0.044955      -0.033449       0.055320
       0.024592       0.008213      -0.120071
       0.011555      -0.029377       0.058807
       0.006395       0.117144      -0.075344
      -0.051880      -0.034768      -0.028565
      -0.008351       0.008689       0.065374
       0.002215       0.025286      -0.059857
       0.046829      -0.084412       0.023467
       0.027497       0.035163      -0.046390
      -0.003992      -0.015353      -0.019027
      -0.044346       0.058889       0.034157
