INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : CANTA-LIMA
CODIGO  : CANT
LATITUD : -11.471
LONGITUD: -76.624

2. SISMO
FECHA LOCAL     : 2021/08/25
HORA LOCAL      : 02:15:08
LATITUD         : -12.36
LONGITUD        : -77.51
PROFUNDIDAD     : 41 km
MAGNITUD        : M5.1
DIST. EPICENTRAL: 138.2 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/08/25 07:15:18  UTC
NUMERO DE MUESTRAS         : 9241
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   1.0833     1.7790        1.5347

              Z              N              E
      -0.000088      -0.000011      -0.000109
      -0.000149       0.000391      -0.000135
      -0.000040      -0.000069      -0.000314
       0.001092      -0.000050       0.000891
      -0.000215       0.000736      -0.000270
      -0.001027       0.001057      -0.001724
       0.000161      -0.001086       0.000710
       0.000356      -0.000451       0.001013
       0.000129       0.000381      -0.000648
       0.000143       0.000213      -0.000772
       0.000379       0.000392       0.000635
       0.000096       0.000219      -0.000218
      -0.000339       0.000627      -0.001018
       0.000430      -0.000315       0.000412
       0.000817       0.000782       0.000583
      -0.000414       0.001821      -0.000432
      -0.000791      -0.000180      -0.001279
       0.000421      -0.001488       0.000725
       0.000571       0.000034       0.000973
      -0.000104       0.001118      -0.001103
       0.000136       0.000419      -0.000535
      -0.000130       0.000686       0.000097
      -0.000092       0.000376      -0.000634
      -0.000132      -0.000336      -0.000535
       0.000210      -0.001063       0.000914
       0.001057      -0.000173       0.001027
      -0.000678       0.001881      -0.000934
      -0.000740       0.000534      -0.001214
       0.000611      -0.001274       0.001152
       0.000104      -0.000215       0.000488
      -0.000093       0.000887      -0.001066
       0.000141       0.000413      -0.000320
       0.000109       0.000434       0.000119
      -0.000633       0.000401      -0.000417
      -0.000523      -0.000362      -0.001049
       0.000901      -0.000741       0.000443
       0.000809       0.001014       0.000242
      -0.000403       0.002077      -0.001849
      -0.000784       0.000045      -0.001224
       0.000672      -0.001199       0.000906
       0.000279       0.000721       0.000222
      -0.000523       0.000590      -0.001512
       0.000610      -0.000020       0.000443
      -0.000418       0.000660       0.000280
      -0.000800      -0.000134      -0.000581
      -0.000072      -0.000766      -0.000350
       0.000631      -0.000035       0.000432
       0.000074       0.000715       0.000242
      -0.000568       0.001375      -0.001816
       0.000184       0.000088      -0.000226
       0.000863      -0.000746       0.001044
       0.000066       0.000471      -0.000439
      -0.000544       0.000600      -0.001297
       0.000396      -0.000573      -0.000056
       0.000095      -0.000258       0.000049
      -0.000329       0.000137      -0.000809
       0.000442      -0.000560       0.000429
       0.001082      -0.000001       0.000549
      -0.000189       0.000913      -0.000640
      -0.001037       0.000620      -0.001083
       0.000192      -0.000621      -0.000274
       0.000327      -0.000960       0.001094
      -0.000055       0.000689      -0.000228
       0.000608       0.000108      -0.001005
      -0.000129       0.000010       0.000367
      -0.000089       0.000613      -0.000417
      -0.000379      -0.000321      -0.000547
      -0.000018      -0.000311       0.000396
       0.001092      -0.000282       0.000582
      -0.000191       0.000705      -0.000694
      -0.000757       0.000318      -0.001523
       0.000644      -0.001296       0.000214
       0.000078      -0.000452       0.000779
      -0.000304       0.000886      -0.000901
       0.000126      -0.000126      -0.000756
      -0.000094      -0.000237       0.000609
       0.000138       0.000639      -0.000182
      -0.000385      -0.000374      -0.000549
      -0.000267      -0.001029       0.000379
       0.000852      -0.000511       0.000082
      -0.000428       0.000443      -0.000907
      -0.000749       0.000098      -0.001533
       0.000655      -0.001037       0.000490
       0.000587      -0.000247       0.000967
      -0.000103       0.000394      -0.001092
       0.000168      -0.000078      -0.000307
       0.000104      -0.000051       0.000122
      -0.000332       0.000181       0.000368
      -0.000095       0.000165      -0.000408
       0.000177      -0.000064       0.000261
       0.000609       0.000479       0.001216
      -0.000402       0.001122      -0.001658
      -0.000510      -0.000152      -0.001197
       0.000623      -0.000999       0.000885
      -0.000156       0.000237       0.000781
      -0.000551       0.000608      -0.000891
       0.000179      -0.000600      -0.000241
       0.000617      -0.000742       0.000771
      -0.000150       0.000452      -0.000868
      -0.000558       0.000081      -0.000021
      -0.000084      -0.001273       0.001092
       0.000129       0.000047       0.000541
      -0.000910       0.001359      -0.001431
      -0.000944      -0.000186      -0.001418
       0.001115      -0.001747       0.001916
       0.000080       0.000093       0.001125
      -0.000321       0.002074      -0.002613
      -0.000330      -0.000510      -0.001357
       0.000979      -0.002658       0.002076
       0.000961       0.000625      -0.000114
      -0.001552       0.002487      -0.002969
       0.000032      -0.000968       0.000356
       0.001056      -0.002127       0.002695
      -0.000131       0.000762      -0.000825
      -0.000576       0.001305      -0.003477
      -0.000045      -0.000637      -0.000341
       0.000625      -0.001201       0.003228
       0.000110       0.000992      -0.000670
      -0.000602       0.000745      -0.003605
      -0.000262      -0.002069       0.001076
       0.000862      -0.001378       0.002647
      -0.000155       0.001462      -0.001026
      -0.000555       0.001263      -0.002951
      -0.000050      -0.001077       0.001160
       0.001160      -0.000148       0.004069
       0.000259       0.002385      -0.001869
      -0.000988       0.000988      -0.002962
       0.000678      -0.001269       0.003188
       0.000579       0.000052       0.001971
      -0.000644       0.001625      -0.003865
      -0.001263       0.000285      -0.002245
       0.000202      -0.001776       0.002861
       0.000074      -0.000412       0.001331
      -0.000537       0.001355      -0.002871
       0.000155      -0.000165      -0.002105
       0.000162      -0.000978       0.002198
       0.000382       0.001043       0.001535
      -0.000379       0.002548      -0.003877
      -0.000263      -0.000252      -0.001968
       0.000616      -0.001909       0.003027
      -0.000124       0.000492       0.000104
      -0.000324       0.000576      -0.002713
      -0.000344      -0.000557       0.000052
      -0.000048      -0.000270       0.002276
       0.000361       0.000702      -0.000349
      -0.000615       0.000578      -0.002951
      -0.000530      -0.001085       0.000590
      -0.000118      -0.000975       0.002961
      -0.000316       0.000477      -0.000360
      -0.000109       0.000836      -0.003197
      -0.000308      -0.000853       0.000327
       0.000413      -0.000438       0.001663
       0.000124       0.001135      -0.001705
       0.000191       0.000094      -0.002443
       0.000088      -0.000771       0.001063
      -0.000806      -0.000035       0.003168
      -0.000045       0.000423      -0.000826
       0.000108       0.000110      -0.002389
      -0.000583      -0.001317       0.001212
      -0.000577      -0.000434       0.001437
      -0.000565       0.000856      -0.001433
      -0.000069      -0.000366      -0.001694
      -0.000114      -0.001052       0.001462
      -0.000041      -0.001032       0.001648
       0.000643      -0.000817      -0.002207
       0.000384      -0.001329      -0.002357
       0.000149      -0.001485       0.001679
      -0.000095      -0.000002       0.001156
      -0.000078       0.000068      -0.001329
      -0.000110      -0.001530      -0.000258
      -0.000592      -0.000463       0.001627
      -0.000546       0.000645       0.000934
      -0.000085       0.000139      -0.002130
      -0.000087      -0.000585      -0.001156
      -0.000097      -0.000771       0.001583
      -0.000326      -0.000058       0.000228
       0.000199      -0.000641      -0.001291
       0.000353      -0.001495       0.000493
      -0.000599      -0.000253       0.002322
      -0.000525       0.000119       0.001207
       0.000429      -0.000815      -0.001129
       0.000349      -0.000516      -0.000488
      -0.000586      -0.000084       0.001334
      -0.000278      -0.000333      -0.000293
       0.000395      -0.001111      -0.002251
      -0.000131      -0.001739       0.000270
      -0.000827      -0.000511       0.001498
      -0.000793      -0.000655      -0.000168
      -0.000041      -0.002014      -0.000308
       0.000370      -0.000682       0.000902
      -0.000624       0.000896       0.001023
      -0.000742       0.000369      -0.000669
       0.000671      -0.000578      -0.000781
       0.000068       0.000051       0.000369
      -0.001040       0.001866      -0.000191
      -0.000269       0.000019      -0.000807
       0.000650      -0.001447       0.000691
      -0.000180       0.000769       0.001283
      -0.001254       0.001560       0.000083
       0.000236      -0.000414      -0.000066
       0.000857      -0.001478       0.001418
      -0.000154       0.000554       0.001449
      -0.001297       0.001791      -0.001414
      -0.000225      -0.000670      -0.000675
       0.000848      -0.001163       0.001817
      -0.000669       0.001489       0.000485
      -0.001743       0.001758      -0.001071
       0.000034      -0.000887       0.000500
       0.001065      -0.000899       0.002010
      -0.000628       0.001958      -0.000267
      -0.000741       0.001468      -0.001772
       0.000429      -0.001311       0.000257
       0.000357      -0.000152       0.001753
      -0.000867       0.002119      -0.000750
      -0.000973       0.000489      -0.001458
       0.000687      -0.002015       0.000909
       0.000319      -0.000676       0.001008
      -0.001080       0.000881      -0.001208
      -0.000997      -0.000154      -0.001413
       0.000470      -0.001272       0.002149
       0.000560       0.000050       0.001127
      -0.001082       0.001614      -0.001829
      -0.000740       0.000317      -0.000455
       0.000433      -0.001038       0.002093
       0.000349      -0.000231       0.000654
      -0.000829       0.000883      -0.002039
      -0.000243      -0.000123       0.000299
       0.000349       0.000019       0.001974
      -0.000839       0.000851      -0.000486
      -0.000767      -0.000626      -0.001517
      -0.000066      -0.001269       0.000474
      -0.000108      -0.000495       0.001504
      -0.000564       0.000676      -0.000720
      -0.000305       0.000372      -0.001241
      -0.000353      -0.000048       0.000654
      -0.000812       0.000448       0.001074
      -0.000530       0.000906       0.000292
       0.000194       0.000366      -0.000845
       0.000379      -0.000018       0.000183
      -0.000616       0.000910       0.000009
      -0.000737       0.000094      -0.001035
       0.000414      -0.000783       0.000663
      -0.000126      -0.000283       0.000510
      -0.000540       0.000449      -0.001150
      -0.000054       0.000622      -0.001265
       0.000148      -0.000355       0.000957
      -0.000619      -0.000509       0.001750
      -0.001275       0.000434       0.000045
      -0.000240       0.000125      -0.001112
       0.000619      -0.000003      -0.000530
      -0.000351       0.001159       0.000583
      -0.000273       0.000317       0.000137
       0.000155      -0.001030       0.001140
      -0.000081       0.000015       0.000477
      -0.000338       0.001159      -0.001352
      -0.000551       0.001404      -0.000777
      -0.000325       0.000820       0.001184
      -0.000844      -0.000549       0.001727
      -0.000728       0.000219      -0.000723
       0.000681       0.000110      -0.001791
       0.000356      -0.000253      -0.000546
      -0.000589       0.000926       0.000345
      -0.001041       0.000324       0.000134
      -0.000251      -0.001052       0.000889
       0.000379      -0.000490       0.000499
      -0.000331       0.000688      -0.001383
      -0.000300       0.000882      -0.001002
      -0.000349       0.000124       0.001181
      -0.001085      -0.000545       0.001729
      -0.001242      -0.000057      -0.000716
       0.000246      -0.000349      -0.001265
       0.000578       0.000016      -0.000131
      -0.000815       0.000850      -0.000107
      -0.000535      -0.000340       0.000642
      -0.000579      -0.000300       0.000815
      -0.000266      -0.000305      -0.000203
       0.000155       0.000746      -0.001623
       0.000211       0.001326      -0.000974
       0.000358      -0.000108       0.001654
      -0.001094      -0.000006       0.001437
      -0.000966       0.000628      -0.001159
       0.000455      -0.000076      -0.001291
       0.000614       0.000473      -0.000342
      -0.000618       0.000873       0.000378
      -0.001268       0.000134       0.000333
      -0.000502      -0.000564       0.000129
       0.000427       0.000003      -0.000196
       0.000141       0.001160      -0.001357
      -0.000039       0.000860      -0.000515
      -0.000142       0.000177       0.001400
      -0.001550       0.000436       0.001738
      -0.000701       0.000396      -0.000732
       0.000393       0.000468      -0.001227
      -0.000079       0.001420       0.000606
      -0.000334       0.001352       0.000358
      -0.000807       0.000375       0.000878
      -0.000521      -0.000317       0.000536
      -0.000067       0.000256      -0.000667
      -0.000067       0.001643      -0.001595
      -0.000073       0.000547      -0.000223
      -0.000619      -0.000777       0.001803
      -0.001792      -0.000311       0.000490
      -0.000925      -0.000316      -0.001381
       0.000928      -0.000038      -0.001011
       0.000598       0.000967       0.000345
      -0.000856       0.001324      -0.000139
      -0.001229      -0.000098       0.000407
      -0.000029      -0.000044       0.000269
       0.000433       0.000193      -0.001398
       0.000662       0.001209      -0.001532
       0.000140       0.001049       0.000219
      -0.000589      -0.000296       0.001825
      -0.001288       0.000167       0.000712
      -0.000467      -0.000607      -0.001639
       0.000664      -0.000210      -0.001513
       0.000393       0.001127       0.000180
      -0.000624       0.000381       0.001081
      -0.001498      -0.000089       0.000558
      -0.000221      -0.000560      -0.000422
       0.000911       0.000256      -0.001099
       0.000640       0.001392      -0.000585
      -0.000102       0.000836       0.000172
      -0.000810      -0.000605       0.001615
      -0.000760      -0.000752       0.000412
       0.000241       0.000201      -0.002322
       0.000885       0.000668      -0.001265
      -0.000124       0.000650       0.000171
      -0.001058       0.000399       0.001614
      -0.001261      -0.000377       0.000691
      -0.000232      -0.001007      -0.001605
       0.000651       0.000514      -0.001327
       0.000162       0.001602      -0.000814
      -0.000348       0.000329       0.000940
      -0.001304      -0.001070       0.001488
      -0.000694      -0.000999      -0.000736
       0.000940       0.000226      -0.002309
       0.000875       0.000897      -0.000716
      -0.000119       0.000637       0.001604
      -0.001315      -0.000124       0.001529
      -0.001207      -0.001075       0.000284
       0.000498      -0.000981      -0.001146
       0.001121       0.001011      -0.001314
       0.000135       0.001794      -0.000317
      -0.000822      -0.000144       0.001167
      -0.000998      -0.001048       0.001728
      -0.000012      -0.000754      -0.001274
       0.000681       0.000452      -0.002446
       0.000366       0.000643       0.000208
      -0.001089       0.000669       0.001591
      -0.001495      -0.000185       0.001249
      -0.000734      -0.001765      -0.000687
       0.000739      -0.000452      -0.001339
       0.001093       0.001163      -0.001087
      -0.000631       0.000828      -0.000055
      -0.001762      -0.000872       0.001374
      -0.001226      -0.001506       0.001215
       0.000002      -0.000492      -0.001989
       0.000913       0.000673      -0.002386
       0.000113       0.000646       0.000894
      -0.001060       0.000384       0.001062
      -0.001524      -0.000885       0.000796
      -0.000683      -0.001482      -0.001497
       0.001184       0.000018      -0.002202
       0.000307       0.001658      -0.000384
      -0.001533       0.000483      -0.000046
      -0.001515      -0.002291       0.001827
      -0.001226      -0.001704      -0.000353
       0.000520      -0.000255      -0.002755
       0.000822       0.001184      -0.001014
      -0.000818       0.000811       0.000927
      -0.001297      -0.000571       0.002023
      -0.001485      -0.000838      -0.000049
       0.000046      -0.001252      -0.002333
       0.001124       0.000795      -0.001510
      -0.000130       0.001784      -0.000112
      -0.001291      -0.000145       0.000658
      -0.001237      -0.001595       0.001268
      -0.000249      -0.001676      -0.001275
       0.000713       0.000731      -0.002727
       0.000865       0.001098      -0.000529
      -0.000875       0.000388       0.000863
      -0.001736      -0.000623       0.001051
      -0.001243      -0.001272      -0.000492
       0.000315      -0.000511      -0.001797
       0.001571       0.000440      -0.000305
      -0.000905       0.000637       0.000334
      -0.001956      -0.000131       0.000654
      -0.000980      -0.001056       0.000742
       0.000243      -0.000485      -0.001695
       0.000644       0.000937      -0.001977
      -0.000077       0.000842       0.000176
      -0.000843      -0.000079       0.001091
      -0.001752      -0.000355       0.000770
      -0.000686      -0.001046      -0.001196
       0.000960      -0.000253      -0.001510
       0.000833       0.000684      -0.000122
      -0.001353       0.001126       0.000133
      -0.001685      -0.000448       0.000872
      -0.000516      -0.001714       0.000499
       0.000239       0.000006      -0.001678
       0.000648       0.001162      -0.001722
      -0.000069       0.001102       0.000661
      -0.000586      -0.000131       0.001030
      -0.001518      -0.000794      -0.000200
      -0.000420      -0.000556      -0.001383
       0.001155      -0.000285      -0.001302
       0.000103       0.000704      -0.000095
      -0.001286       0.000565       0.000351
      -0.001238      -0.001074       0.000611
      -0.000504      -0.000745      -0.000263
       0.000227       0.000191      -0.002070
       0.000672       0.000675      -0.000774
      -0.000109       0.000621       0.000633
      -0.000762      -0.000366       0.001320
      -0.000540      -0.000768      -0.000018
      -0.000233       0.000211      -0.001565
       0.000943       0.000663      -0.000309
       0.000091       0.001196       0.000322
      -0.001255       0.001322       0.000136
      -0.000750      -0.000389       0.000592
      -0.000267      -0.001006      -0.000222
       0.000468       0.000246      -0.001614
       0.000120       0.001111      -0.000751
      -0.001030      -0.000152       0.001099
      -0.001021      -0.001032       0.000787
      -0.000731      -0.000536      -0.000455
       0.000486      -0.000057      -0.001583
       0.000642       0.000731      -0.000291
      -0.000342       0.001874       0.000285
      -0.001280       0.000531      -0.000336
      -0.000971      -0.001017       0.000601
      -0.000012      -0.000021      -0.000493
       0.000426       0.000669      -0.001549
      -0.000338       0.000899      -0.000330
      -0.000761       0.000368       0.000633
      -0.000804      -0.000323       0.000764
      -0.000716      -0.000304      -0.001182
       0.000463       0.000215      -0.001000
       0.000142       0.001184       0.000593
      -0.000800       0.001343       0.000051
      -0.000998      -0.000166      -0.000610
      -0.000241      -0.001261      -0.000117
       0.000447       0.000010      -0.000452
       0.000163       0.001148      -0.001339
      -0.000549       0.000858      -0.000302
      -0.000784      -0.000103       0.000841
      -0.001025      -0.000309       0.000272
      -0.000454      -0.000601      -0.001128
       0.000962      -0.000477      -0.000274
       0.000603       0.001179       0.000774
      -0.001065       0.000816      -0.000657
      -0.001198      -0.000876      -0.000040
       0.000263      -0.001760       0.000771
       0.000911      -0.000462      -0.000949
       0.000151       0.000886      -0.001267
      -0.000797       0.000108       0.000655
      -0.001014      -0.000539       0.000752
      -0.001014      -0.000072      -0.000925
      -0.000199      -0.000335      -0.001313
       0.000905       0.000264      -0.000073
      -0.000369       0.001627       0.000540
      -0.001513       0.000562      -0.000934
      -0.001198      -0.000818      -0.000763
       0.000250      -0.000771       0.000267
       0.000402       0.000501      -0.001651
      -0.000297       0.001330      -0.000723
      -0.000529      -0.000120       0.001054
      -0.000536      -0.000287       0.000025
      -0.000770      -0.000080      -0.001390
       0.000045       0.000199      -0.001013
       0.000886       0.000686       0.000866
      -0.000600       0.001409       0.000246
      -0.001223       0.000540      -0.000822
      -0.000495      -0.001037       0.000393
       0.000239      -0.000540       0.000271
       0.000401      -0.000033      -0.001156
      -0.000815       0.000917      -0.001024
      -0.000976       0.000337       0.000889
      -0.000530      -0.000546       0.000748
      -0.000237      -0.000336      -0.000643
       0.000727      -0.000816      -0.000312
       0.000631       0.000025       0.000834
      -0.000830       0.001375      -0.000243
      -0.001477       0.000318      -0.001035
      -0.000439      -0.001044       0.000632
       0.000940       0.000033       0.000258
       0.000135       0.001367      -0.000858
      -0.000492       0.000622      -0.000354
      -0.000311       0.000162       0.000118
      -0.000762      -0.000072       0.000050
      -0.000231       0.000175      -0.001132
       0.000730      -0.000095      -0.000010
       0.000620       0.000518       0.000974
      -0.001067       0.001837      -0.001161
      -0.001183      -0.000223      -0.000503
       0.000258      -0.001719       0.001060
       0.000665       0.000012       0.000021
      -0.000060       0.001143      -0.000822
      -0.000263       0.000866       0.000665
      -0.000314       0.000157       0.000732
      -0.001021       0.000180      -0.000882
      -0.000447      -0.000119      -0.000593
       0.000711      -0.000250       0.000155
       0.000388       0.001463       0.000780
      -0.001056       0.001799      -0.001205
      -0.000922      -0.000164      -0.000704
       0.000470      -0.000707       0.000993
       0.000434       0.001453      -0.000926
      -0.000063       0.001294      -0.000800
      -0.000510       0.000195       0.000386
      -0.000287       0.000672       0.000793
      -0.000783       0.000636      -0.000708
      -0.000188       0.000153      -0.000753
       0.000925       0.000494       0.001077
      -0.000115       0.001897       0.000003
      -0.001237       0.001313      -0.001088
      -0.000181       0.000156      -0.000067
       0.000912      -0.000067       0.000800
      -0.000079       0.000463      -0.000453
      -0.000501       0.000852      -0.000532
      -0.000271      -0.000357       0.001099
      -0.000295      -0.000274       0.000498
      -0.000772      -0.000128      -0.000872
      -0.000195      -0.000803      -0.000049
       0.000936      -0.000265       0.001038
      -0.000128       0.000946      -0.000760
      -0.001204       0.000803      -0.001736
       0.000011      -0.000811       0.000917
      -0.000077      -0.000002       0.000704
      -0.000240       0.000631      -0.000849
      -0.000326       0.000421      -0.000096
      -0.000722       0.000403       0.000601
      -0.000305       0.000433       0.000283
      -0.000729       0.000360      -0.000605
       0.000523      -0.000563       0.000681
       0.000626       0.000239       0.001246
      -0.000800       0.000869      -0.000453
      -0.000956       0.000120      -0.001078
      -0.000007      -0.000820       0.000176
      -0.000063       0.000033       0.000486
      -0.000518       0.001074      -0.001370
      -0.000509      -0.000333      -0.000019
      -0.000252       0.000493       0.000746
      -0.000039       0.000831      -0.000378
      -0.000263      -0.000065      -0.000129
       0.000251       0.000459       0.000397
       0.000158       0.001439       0.000762
      -0.000768       0.001827      -0.001191
      -0.000745       0.000064      -0.000715
      -0.000229      -0.000999       0.001548
       0.000184       0.000491      -0.000029
      -0.000517       0.001082      -0.001311
       0.000014      -0.000088      -0.000086
      -0.000086       0.000471       0.000567
      -0.000733       0.000308      -0.000185
       0.000017      -0.001027      -0.000053
       0.000443      -0.000022       0.001307
      -0.000329       0.000671      -0.000289
      -0.001247       0.000864      -0.002068
      -0.000695      -0.000655      -0.000778
       0.000219      -0.000948       0.000855
      -0.000043       0.000651       0.000220
       0.000008      -0.000141      -0.001577
       0.000183      -0.000520       0.000204
      -0.000797       0.000177       0.000209
      -0.000962       0.000144      -0.001050
      -0.000235      -0.000340       0.000382
       0.000482      -0.000277       0.000564
      -0.000125       0.000688      -0.000216
      -0.001455       0.000585      -0.001346
      -0.000208      -0.000847       0.000228
      -0.000078      -0.000455       0.001219
      -0.000485       0.001411      -0.000929
      -0.000283       0.000808      -0.000535
      -0.000508      -0.000299       0.000301
      -0.000527       0.000173      -0.000132
      -0.000738      -0.000389      -0.000174
       0.000028      -0.001299      -0.000347
       0.000436      -0.000735       0.000327
      -0.000303       0.000961      -0.000710
      -0.000734       0.001050      -0.001305
       0.000025      -0.000587       0.000721
       0.000170      -0.000264       0.001960
      -0.000491       0.000407      -0.000486
      -0.000007       0.000420      -0.000770
      -0.000030       0.000671       0.000563
      -0.000300       0.000619      -0.000448
      -0.000989      -0.000366      -0.000563
       0.000066      -0.000507       0.000615
       0.000645       0.000698       0.000795
      -0.000814       0.001127      -0.000747
      -0.001448       0.000333      -0.001482
      -0.000194      -0.001060       0.001400
       0.000160       0.000041       0.000920
      -0.000463       0.001068      -0.001110
       0.000483      -0.000337      -0.000324
      -0.000083       0.000233       0.000309
      -0.000737       0.000604      -0.000409
      -0.000487      -0.000353      -0.000081
       0.000277      -0.000527       0.000829
       0.000387       0.000739       0.000288
      -0.001266       0.001579      -0.000662
      -0.000661      -0.000176      -0.000834
       0.000188      -0.000992       0.000667
      -0.000528       0.000197       0.000700
      -0.000742       0.000397      -0.001368
      -0.000491       0.000432      -0.000288
      -0.000539       0.000645       0.000798
      -0.000984       0.000123      -0.000211
      -0.000471      -0.000572      -0.000551
      -0.000016      -0.000270       0.001102
      -0.000309       0.000951       0.000211
      -0.001247       0.001062      -0.001609
      -0.000403      -0.000608      -0.000507
       0.000672      -0.000499       0.001293
      -0.000272       0.000415      -0.000257
       0.000008       0.000399      -0.001050
      -0.000305       0.000159       0.000113
      -0.000467       0.000181       0.000074
      -0.000286       0.000130      -0.000139
      -0.000202      -0.000575       0.000122
       0.000440      -0.000003       0.000591
      -0.000541       0.001157      -0.000267
      -0.000716       0.000832      -0.002085
       0.000033      -0.000610      -0.000230
       0.000424      -0.000483       0.001501
      -0.000774       0.000642      -0.000244
      -0.000445       0.000144      -0.001050
      -0.000040       0.000198       0.000638
      -0.000250       0.000662       0.000223
      -0.000262       0.000351      -0.001074
       0.000028      -0.000840       0.000419
       0.000455      -0.000761       0.001022
