INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : SURCO-LIMA
CODIGO  : ANRA
LATITUD : -12.128
LONGITUD: -76.982

2. SISMO
FECHA LOCAL     : 2021/08/25
HORA LOCAL      : 02:15:08
LATITUD         : -12.36
LONGITUD        : -77.51
PROFUNDIDAD     : 41 km
MAGNITUD        : M5.1
DIST. EPICENTRAL: 62.9 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/08/25 07:15:14  UTC
NUMERO DE MUESTRAS         : 5373
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   4.5256     9.0868        5.7810

              Z              N              E
      -0.004115       0.001261      -0.000845
      -0.011795       0.009723       0.005543
       0.002956       0.007771       0.004359
       0.013955       0.003057       0.002488
      -0.001004      -0.014207       0.002448
      -0.006920      -0.009220      -0.008060
      -0.001521       0.007193      -0.007925
       0.003203       0.010161      -0.001748
      -0.004369       0.006934       0.002696
      -0.006732       0.000609       0.005819
       0.005087      -0.006962       0.003365
       0.001841      -0.006768       0.000097
       0.003201      -0.000654      -0.007397
       0.004374       0.004823       0.003062
      -0.003005       0.004383       0.003371
      -0.005368      -0.000127       0.002249
       0.000923       0.002767       0.001049
       0.005794      -0.002941      -0.011200
      -0.004230      -0.002353       0.000057
      -0.001383       0.013559       0.010303
      -0.000579      -0.002076       0.007453
      -0.004465      -0.005745      -0.002011
      -0.000171       0.009104      -0.013071
      -0.002033      -0.014794      -0.005251
       0.000706      -0.012364       0.010577
      -0.001551       0.019004       0.004821
       0.000429       0.006677      -0.009986
       0.006473      -0.008228      -0.005803
      -0.002265       0.002253       0.005071
      -0.003413      -0.000885       0.009433
       0.008000      -0.009673       0.004638
       0.005733      -0.002830      -0.008230
      -0.008512       0.013535      -0.007661
      -0.007199       0.014640      -0.000217
       0.006067      -0.001958       0.004992
       0.006279      -0.007076       0.010923
      -0.001229      -0.004620      -0.000435
      -0.004512      -0.003966      -0.009887
      -0.010776       0.002786      -0.004550
      -0.004482       0.010162      -0.003085
       0.011997       0.002144      -0.000227
       0.005328      -0.004519       0.003602
      -0.008536      -0.005542      -0.000810
      -0.006472      -0.004822       0.004999
       0.002637       0.004759       0.003381
       0.006130       0.002348      -0.011707
       0.000892       0.005190      -0.007059
      -0.006980      -0.000099       0.003215
      -0.002273      -0.008252       0.011866
       0.002848      -0.000324       0.008410
       0.000848      -0.004787      -0.006364
       0.004944       0.006845      -0.008958
      -0.001402       0.011891       0.002452
       0.001584      -0.003159       0.006380
       0.005474      -0.003291      -0.006047
      -0.009057       0.000498      -0.006327
      -0.001970      -0.000817      -0.001187
       0.004275      -0.001230       0.002980
      -0.002710       0.003084       0.001193
       0.001856       0.000778      -0.003570
       0.001549      -0.008771       0.002155
      -0.000640      -0.006023       0.004900
       0.000921       0.006979       0.000278
      -0.003887       0.003880      -0.004046
      -0.002267       0.002620       0.002352
       0.000276      -0.001176       0.000353
      -0.000504      -0.003955      -0.004162
       0.000832       0.000103       0.001630
      -0.001453       0.001395      -0.001012
      -0.000479       0.011076      -0.000030
       0.005514       0.000508       0.003219
      -0.001306      -0.002343       0.000814
      -0.008186      -0.010064       0.000936
       0.003779      -0.004989      -0.002010
       0.003878       0.009254      -0.006833
      -0.006880       0.001310       0.004548
      -0.005179       0.008119       0.003287
       0.003802      -0.007973      -0.003877
      -0.003166      -0.006891       0.000115
      -0.003839       0.011133      -0.004510
       0.007909       0.001907       0.005112
      -0.001868      -0.009044      -0.001908
       0.000226       0.004669      -0.010322
      -0.003958       0.015002       0.005209
      -0.003641      -0.006823       0.007495
       0.011081      -0.007816       0.005498
      -0.001202       0.003422       0.000366
      -0.003524      -0.006277      -0.007994
       0.000725      -0.001139      -0.005298
      -0.000477       0.014488       0.002637
       0.002771      -0.002069       0.007764
       0.003260      -0.010288       0.002939
      -0.004548      -0.008178      -0.003792
      -0.004607       0.006481       0.007747
      -0.001586       0.007865       0.000078
      -0.004562       0.001146      -0.007963
       0.001985       0.009709       0.000847
       0.006179      -0.014223      -0.007059
       0.001025      -0.011471       0.002120
      -0.008285       0.002175       0.011110
       0.001279       0.005238       0.000900
       0.001440       0.007738      -0.000361
      -0.008233       0.007740      -0.007799
       0.000748       0.002119      -0.007631
      -0.002579      -0.009870       0.004915
      -0.001193      -0.005900      -0.012438
       0.000967       0.000844       0.004944
       0.003572       0.015635       0.020879
       0.005525       0.001847      -0.003874
      -0.009611      -0.007305      -0.001208
      -0.001217      -0.005838      -0.014327
       0.005206      -0.011250      -0.001929
      -0.011688      -0.005178       0.013076
       0.005385       0.009213      -0.008602
       0.010741       0.020437      -0.001542
      -0.008711      -0.003225       0.003207
       0.001703      -0.003527       0.002200
       0.001710      -0.003207       0.004441
      -0.003447      -0.011582      -0.001723
       0.000867       0.007176       0.004589
      -0.000083       0.009488      -0.001816
       0.002578       0.004532      -0.006826
       0.002919      -0.009129       0.007913
      -0.007648      -0.006876      -0.010662
      -0.008431       0.005267       0.000973
       0.006294      -0.006661       0.007833
       0.010799       0.009713      -0.002756
       0.000474       0.009191       0.008351
      -0.008286      -0.008821      -0.011743
      -0.004583       0.005487       0.003315
      -0.002668      -0.009100       0.006262
       0.001764      -0.011810       0.003428
       0.001580       0.021251       0.002594
       0.006431       0.005635      -0.016399
       0.002736      -0.015119       0.002699
      -0.012389       0.016551       0.007535
      -0.005170      -0.000945       0.000578
      -0.003193      -0.019727      -0.012184
       0.004195       0.010893      -0.000168
       0.001682       0.002971       0.005286
      -0.001016      -0.003183       0.000529
       0.010553      -0.001412       0.015457
       0.000551       0.001729      -0.007583
      -0.009769       0.010544      -0.009039
      -0.003341       0.001466       0.007011
       0.005880      -0.005626      -0.002018
      -0.000141      -0.004530      -0.009805
      -0.000042       0.001550       0.002138
      -0.000788      -0.001204       0.008794
      -0.004342      -0.001945       0.004149
       0.004891      -0.001101       0.001743
       0.005834       0.000529      -0.010195
      -0.004825       0.006926      -0.001393
      -0.011250       0.000309       0.005891
       0.000437      -0.000496      -0.006009
       0.010307      -0.007987      -0.002426
       0.004822      -0.001490       0.008746
      -0.002914       0.015114       0.001070
      -0.004418      -0.000462       0.002973
      -0.002397      -0.000536      -0.001545
      -0.000336      -0.001305      -0.009729
       0.001167      -0.001397      -0.000249
       0.007045      -0.004391      -0.002030
      -0.000735       0.001593       0.014299
      -0.010133       0.017179       0.004536
       0.000922      -0.010683      -0.010966
      -0.002994       0.001766      -0.006378
      -0.006699      -0.003017       0.001101
       0.008463      -0.009054       0.005156
       0.008960       0.017475      -0.006275
      -0.005980      -0.004524       0.004806
      -0.008834       0.009025      -0.004893
       0.001124      -0.008243       0.006565
       0.003600      -0.016853       0.004997
       0.004383       0.009061      -0.015377
      -0.005115      -0.005923       0.004926
      -0.006555       0.011054      -0.009470
       0.006469       0.010916       0.005232
       0.002216      -0.002280       0.015565
       0.003866      -0.010182      -0.009051
      -0.004410      -0.006128      -0.000864
      -0.002885       0.008439       0.001872
       0.007434      -0.002221       0.005406
      -0.008836       0.000075      -0.007901
      -0.000712       0.005908      -0.008510
       0.003763       0.003440       0.009091
       0.000054      -0.008562      -0.001157
       0.005509      -0.002906      -0.000623
       0.001720       0.006060      -0.001581
      -0.007605      -0.005853       0.006879
      -0.008073      -0.001850       0.002135
       0.007713       0.007849      -0.011515
       0.000665      -0.001926       0.011805
      -0.007908       0.001138       0.001270
       0.000281       0.012018      -0.006942
       0.001483      -0.005461      -0.005617
       0.004231       0.001484      -0.007894
      -0.002716       0.004457       0.019473
      -0.001505      -0.007722       0.000079
       0.007112      -0.006483      -0.006213
      -0.003078       0.002023       0.001786
      -0.000181       0.014066      -0.004265
       0.004032      -0.005934       0.006731
      -0.007005      -0.008614      -0.001912
      -0.004643      -0.004832       0.003337
       0.008206       0.001760      -0.001889
      -0.000902       0.010541      -0.002845
      -0.005458      -0.004322      -0.002331
       0.004154       0.000683       0.005161
      -0.000051       0.005654       0.008865
       0.003583       0.002983      -0.015239
      -0.005156       0.001253       0.003230
      -0.005509      -0.005974       0.008762
       0.005740      -0.005350       0.003655
      -0.002011       0.015586      -0.002364
       0.000049       0.002076      -0.002794
       0.000396      -0.012419       0.002476
      -0.006549       0.011913      -0.005229
       0.003200      -0.005543      -0.000510
       0.009671      -0.006416      -0.003846
      -0.008527       0.008247       0.013388
      -0.007674       0.001764       0.006956
       0.005011      -0.004237      -0.014648
       0.002377      -0.005189      -0.004324
      -0.001677       0.004775      -0.000812
      -0.001184      -0.002699       0.005492
       0.004537      -0.000837       0.005757
       0.002034      -0.000932      -0.008441
       0.001771       0.003067      -0.003240
      -0.004256       0.001664       0.009896
      -0.000594      -0.008091      -0.001806
       0.005085       0.012095      -0.006126
      -0.000012       0.003235       0.002745
       0.005275       0.001478       0.004460
      -0.009552       0.004810      -0.001199
      -0.010474      -0.011597      -0.008756
       0.011599      -0.004238       0.006998
       0.002899      -0.002156       0.012639
