INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : CALLAO-LIMA
CODIGO  : SLN1
LATITUD : -12.074
LONGITUD: -77.233

2. SISMO
FECHA LOCAL     : 2021/11/28
HORA LOCAL      : 01:32:29
LATITUD         : -12.04
LONGITUD        : -77.54
PROFUNDIDAD     : 65 km
MAGNITUD        : M5.2
DIST. EPICENTRAL: 33.6 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/11/28 06:32:35  UTC
NUMERO DE MUESTRAS         : 6001
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   18.8620     15.0786        21.0137

              Z              N              E
      -0.000666       0.001331      -0.000118
       0.001642       0.000290       0.001104
      -0.001462       0.001134       0.000125
      -0.000631       0.001409       0.000024
       0.002506      -0.003945      -0.001799
       0.001373       0.000089       0.000026
       0.000182       0.000038      -0.001122
      -0.002330      -0.001430      -0.000248
      -0.000045       0.000652       0.000880
      -0.001771      -0.000265      -0.000079
      -0.000037       0.001760       0.001482
       0.002044      -0.001001      -0.001476
      -0.001990      -0.002397       0.001810
       0.001748      -0.000165      -0.000430
       0.001443      -0.001558      -0.003546
      -0.000268      -0.001336       0.002545
       0.000430       0.002513      -0.001671
      -0.002160       0.000804      -0.000930
      -0.002532      -0.001294       0.000149
       0.000136       0.005115      -0.001862
       0.001225       0.001880       0.001797
      -0.002690      -0.000426      -0.001295
       0.000011       0.000754      -0.000900
       0.001514      -0.002256      -0.000922
      -0.001830       0.000514       0.000029
       0.002135      -0.000535      -0.001338
       0.000830       0.002283      -0.000866
      -0.000520       0.001648       0.001925
       0.001436      -0.003304      -0.006619
      -0.000455      -0.000294       0.001598
       0.001814      -0.000511       0.000987
      -0.000583       0.001155      -0.002616
      -0.001411       0.002283       0.004349
       0.000604       0.000481      -0.004802
       0.000776      -0.000645      -0.001366
       0.001822      -0.002765      -0.000559
      -0.001236      -0.001441      -0.002133
      -0.000512      -0.000090       0.000481
       0.000674       0.001082      -0.002848
       0.002138      -0.001142      -0.000286
      -0.000676       0.000293      -0.000488
      -0.001058       0.002341       0.000510
       0.003366      -0.000636      -0.000292
      -0.002068       0.001139      -0.002088
       0.000544       0.001039      -0.000563
       0.001433      -0.002376       0.001021
      -0.000756      -0.001043       0.001723
      -0.000722      -0.001961      -0.002645
      -0.002538      -0.001405      -0.000528
       0.001510       0.000314       0.000208
       0.000115       0.001260      -0.002718
       0.000463       0.002059      -0.000331
       0.000705       0.000671      -0.000627
      -0.000749      -0.002533      -0.002142
       0.001210      -0.001162       0.000243
       0.000420       0.001721       0.002606
       0.001857       0.000233      -0.000609
       0.000890      -0.001299      -0.003495
      -0.002267      -0.001400      -0.000283
       0.001711      -0.003267      -0.000552
       0.000767       0.000054       0.000163
      -0.002091       0.002296       0.001981
       0.001971      -0.000022      -0.000002
      -0.000051       0.000089       0.000775
       0.000131      -0.002098      -0.001235
       0.000467      -0.002469      -0.001293
      -0.002558      -0.000467       0.000006
       0.002558       0.000616      -0.000938
      -0.000881      -0.000476       0.004093
      -0.001001       0.000495       0.000977
       0.002245       0.001402      -0.001765
      -0.001691      -0.000462       0.002976
       0.000013       0.000905       0.000996
      -0.000721       0.000267      -0.000736
       0.000140      -0.001343      -0.000919
       0.001755      -0.001795      -0.001541
      -0.001127      -0.000323       0.001634
      -0.000075       0.000144       0.001042
       0.000500      -0.003723      -0.001710
      -0.000000       0.001640       0.000403
      -0.000988       0.001207      -0.002365
      -0.000679      -0.000777      -0.002486
       0.000161       0.003587       0.001935
       0.000610      -0.001869       0.000828
      -0.000107      -0.003117       0.000132
       0.000451      -0.000157      -0.000855
       0.001780      -0.000262       0.000465
      -0.001046       0.000648      -0.001458
       0.002787      -0.001169      -0.003153
       0.002037      -0.002154       0.001538
      -0.000980      -0.001677      -0.000851
       0.004294      -0.001111      -0.000229
      -0.000037      -0.000230       0.000829
      -0.001256       0.000203      -0.001931
       0.001487      -0.000608      -0.001498
       0.000037      -0.001576       0.000663
       0.001725       0.000823       0.003047
       0.000724      -0.001872       0.000046
       0.000796      -0.000973      -0.001728
       0.001339       0.002458      -0.002253
       0.000026      -0.000066      -0.000757
       0.001286       0.001245      -0.000189
       0.001895      -0.001350      -0.002548
       0.000194      -0.000713       0.001767
      -0.000652       0.000270       0.000467
       0.002264      -0.001622      -0.000943
      -0.000763       0.000816       0.001232
      -0.001570      -0.000563       0.000570
       0.004269       0.000447      -0.000057
       0.000605       0.000412      -0.002343
      -0.000431       0.000329      -0.000240
       0.002055       0.000998      -0.000239
       0.001435      -0.000546      -0.002059
       0.001409      -0.000672      -0.000158
       0.000518       0.000244      -0.001342
       0.001671       0.000706       0.000520
       0.000678       0.001001      -0.002038
      -0.000293      -0.000533      -0.002882
       0.001256      -0.000154       0.002330
       0.001934      -0.000561      -0.001421
       0.000150      -0.001135      -0.000056
      -0.000644       0.000312       0.001269
       0.001036       0.000631      -0.000777
      -0.001148       0.001211      -0.000434
       0.000602       0.001440      -0.002181
       0.000538      -0.000007       0.001305
      -0.001725       0.001475       0.001059
       0.000879       0.000990      -0.001138
       0.000313      -0.003613       0.001467
       0.000243      -0.002634       0.000752
       0.001052       0.000440      -0.001411
       0.000330      -0.000211      -0.000966
      -0.001517      -0.002334       0.001489
       0.000156      -0.000888       0.001845
       0.001771       0.000021       0.000058
      -0.001174      -0.001315       0.001466
      -0.000005       0.001155       0.001840
       0.001002       0.001594      -0.000671
       0.001035      -0.002733      -0.002239
      -0.000231      -0.002162      -0.000798
       0.000031       0.001447       0.001940
       0.003120       0.001395       0.005055
       0.001552       0.001735       0.008142
       0.000653       0.001871       0.002931
       0.002176       0.002380       0.002851
       0.002279       0.004280       0.006565
       0.001499       0.000402      -0.000516
       0.002539      -0.000608      -0.000996
       0.001079       0.000075       0.002584
       0.000306      -0.000239      -0.000981
       0.002594       0.000588      -0.003053
       0.000498      -0.001695      -0.000794
      -0.000728      -0.001921      -0.000648
       0.000700      -0.000219      -0.003103
       0.001027       0.000324       0.001560
       0.000368       0.001609       0.001904
       0.000276       0.000997      -0.001216
       0.001450       0.001006       0.000841
      -0.000739      -0.001211       0.000087
      -0.000589      -0.001431       0.000689
       0.001207       0.001436      -0.001002
       0.000699       0.001202       0.000673
      -0.002071      -0.001514       0.000754
      -0.000309       0.000159      -0.000030
       0.000736       0.000765       0.000859
      -0.002017      -0.000593      -0.002424
      -0.000449       0.003415      -0.000276
       0.000479       0.000037       0.000082
       0.000802      -0.002226       0.002792
       0.002438       0.001716       0.002598
      -0.000531      -0.001260      -0.003365
      -0.001528       0.000170       0.000919
       0.000686       0.000254      -0.000470
      -0.000652      -0.000664      -0.000771
      -0.000109      -0.000529      -0.000193
      -0.000270      -0.000392      -0.001349
      -0.001576       0.002572       0.002331
       0.002445      -0.000339       0.000236
       0.000274      -0.000115       0.000414
      -0.000935      -0.001135      -0.000138
       0.001431      -0.000355      -0.001810
      -0.001727      -0.000371      -0.002114
       0.000247      -0.002434       0.000955
       0.001079       0.001379       0.003170
      -0.001936      -0.001314      -0.001101
       0.000568       0.000972       0.002964
       0.000724       0.002542       0.001435
      -0.000304       0.000210      -0.002272
       0.001166       0.001959       0.002284
       0.000266      -0.001739      -0.001190
      -0.000200       0.001533       0.002420
       0.002251       0.001689      -0.000064
       0.000966      -0.001479      -0.002386
      -0.001387       0.002048       0.002499
      -0.000263      -0.003507      -0.003322
      -0.000996      -0.000022       0.000888
       0.000503       0.001726       0.001200
       0.000593      -0.002615      -0.001815
      -0.001755       0.001386       0.002249
       0.001440      -0.003152      -0.001308
       0.000086      -0.002213       0.000291
       0.000550       0.002067      -0.000456
       0.001679      -0.000110      -0.002358
      -0.000412       0.000875       0.000301
       0.001748       0.001518      -0.001403
       0.000044       0.000888       0.000647
      -0.001238      -0.001117       0.000220
      -0.000318      -0.001644      -0.001018
       0.000192      -0.000660       0.001298
      -0.000184       0.000251      -0.000828
      -0.001169      -0.000036      -0.003233
       0.001832      -0.000820      -0.002302
      -0.000038      -0.000891      -0.000041
      -0.001111      -0.001154      -0.000488
       0.000050       0.000197      -0.000593
      -0.000338      -0.001581      -0.000471
      -0.000013      -0.000311      -0.001664
      -0.000858       0.000898      -0.000089
       0.000175      -0.000361      -0.000987
      -0.000493      -0.000535      -0.000439
       0.000890      -0.001607       0.000612
       0.001279       0.002087       0.000229
       0.000017       0.000900      -0.000067
       0.000695      -0.001094      -0.002304
       0.001545       0.001859      -0.000336
       0.000120       0.000616      -0.000590
      -0.001165      -0.001337      -0.000345
       0.001166       0.000615       0.001553
      -0.001364       0.002409       0.000065
      -0.000252      -0.000288      -0.000603
       0.001187      -0.000074      -0.003801
      -0.000800      -0.000121      -0.001140
       0.001680      -0.000637      -0.002217
      -0.000923      -0.000025      -0.000758
       0.000235      -0.001189       0.003385
       0.001606       0.002041      -0.000101
      -0.001552       0.001538       0.001871
      -0.000082      -0.000945      -0.001584
       0.000539       0.000522      -0.001429
       0.000447       0.001902       0.001406
      -0.001052      -0.002038      -0.001966
      -0.000091      -0.002574      -0.000484
       0.000413       0.001746      -0.002141
      -0.000494      -0.002643      -0.001603
      -0.001506      -0.002398       0.001816
      -0.000388       0.001032       0.000254
       0.001960      -0.001530      -0.000578
      -0.000250      -0.000624       0.001922
       0.000339      -0.000817       0.000535
       0.000310       0.001496      -0.002160
      -0.000248      -0.000197       0.000624
       0.001048      -0.003528      -0.000296
      -0.000082       0.000746      -0.001433
       0.000777       0.000137       0.001353
