INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : SAN ISIDRO-LIMA
CODIGO  : SNIS
LATITUD : -12.102
LONGITUD: -77.033

2. SISMO
FECHA LOCAL     : 2021/03/09
HORA LOCAL      : 14:16:30
LATITUD         : -8.87
LONGITUD        : -75.94
PROFUNDIDAD     : 132 km
MAGNITUD        : M5.4
DIST. EPICENTRAL: 379.2 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/03/09 19:17:03  UTC
NUMERO DE MUESTRAS         : 12001
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   0.4616     0.5221        0.5305

              Z              N              E
       0.017022       0.037679      -0.034344
       0.020858      -0.016591      -0.001034
      -0.001618       0.001232       0.031983
       0.008412       0.026500       0.025821
      -0.022788      -0.004270      -0.043323
       0.010083       0.005728       0.003796
      -0.002491       0.004041      -0.013092
      -0.008436      -0.005781      -0.008281
       0.013504      -0.026844       0.030575
      -0.006659       0.024027       0.003972
      -0.001269      -0.021886       0.010263
       0.011330       0.042345      -0.037886
       0.025040      -0.003719      -0.018092
      -0.012472      -0.028317       0.005934
      -0.007076       0.055023       0.018148
      -0.015681      -0.043291      -0.012709
      -0.000469       0.054550      -0.024276
       0.018455      -0.037978       0.041182
      -0.006081      -0.021822       0.004891
       0.007156       0.050989      -0.006613
      -0.019957      -0.047984      -0.015914
       0.025427       0.050951       0.006463
       0.014062       0.000379      -0.016462
      -0.011439      -0.013659      -0.003429
       0.008260      -0.004815       0.023656
      -0.013033       0.004400      -0.030370
       0.007590       0.023762       0.013370
      -0.020811      -0.010368      -0.019138
       0.006237       0.009050       0.005133
       0.010610      -0.030861       0.020081
      -0.012121       0.018882      -0.013241
       0.022013       0.019925       0.006412
       0.006962      -0.025163      -0.006766
       0.002728       0.016039       0.003807
      -0.008520      -0.001031      -0.018185
      -0.000306       0.025761       0.006053
      -0.004793       0.011626       0.001343
      -0.005914      -0.029760      -0.026939
       0.017048       0.012894       0.015676
       0.007605      -0.018997       0.018984
       0.011073       0.016476      -0.029115
      -0.023845       0.002805       0.008046
      -0.012364      -0.007350       0.023034
       0.037642       0.038248      -0.031491
      -0.005942      -0.038258       0.012431
      -0.014292       0.010087       0.015828
       0.015951       0.021918      -0.022888
      -0.007171      -0.000421      -0.035852
      -0.012416      -0.017228       0.002690
       0.014765       0.006411       0.028214
       0.003807       0.020628       0.004086
      -0.001161      -0.007865       0.013328
       0.008809       0.025728      -0.021098
      -0.007235      -0.032059      -0.026489
       0.001331       0.008371       0.016431
      -0.001082       0.012065      -0.007241
       0.003111      -0.015691       0.017283
       0.002375       0.006906       0.012732
      -0.008088       0.028491      -0.050982
       0.009063       0.004389       0.020845
       0.008722      -0.031208       0.011325
      -0.000137       0.010958      -0.032886
      -0.006717       0.000141       0.011147
      -0.002723       0.014116       0.002046
      -0.000491       0.010940      -0.002606
       0.023645      -0.007108       0.012371
      -0.003709      -0.031367       0.007785
      -0.014194       0.037607      -0.021589
       0.002177       0.021526      -0.016430
      -0.008599      -0.037539       0.017655
       0.020361       0.030154       0.001079
      -0.007291      -0.010916      -0.009436
      -0.007137      -0.016298       0.013219
       0.001249       0.028264      -0.033291
       0.003411       0.011049      -0.001604
       0.017984      -0.023834       0.031066
       0.008884       0.017769      -0.024783
      -0.003368       0.002376       0.011470
      -0.012148      -0.013005       0.004981
      -0.000943       0.022501      -0.022295
      -0.019073       0.002386      -0.008529
       0.005825      -0.015963       0.022803
       0.017410      -0.002351       0.010626
       0.017711       0.029147      -0.032297
       0.008377      -0.015775      -0.000562
      -0.010228       0.013099      -0.010155
       0.007950       0.005413       0.006107
      -0.022187      -0.024919       0.031734
      -0.005229       0.037394      -0.022045
       0.009271       0.000690      -0.024613
       0.000673      -0.014176       0.016832
       0.011940       0.006957       0.013295
       0.000610      -0.012516      -0.017117
       0.006404      -0.000215      -0.006906
      -0.014729       0.006747      -0.008039
       0.010393       0.026678      -0.008046
       0.021173       0.001127       0.018512
      -0.015376      -0.016054       0.007987
       0.002872       0.006146      -0.011270
