INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : FE Y ALEGRIA-LIMA
CODIGO  : FEAL
LATITUD : -11.917
LONGITUD: -77.040

2. SISMO
FECHA LOCAL     : 2021/03/09
HORA LOCAL      : 14:16:30
LATITUD         : -8.87
LONGITUD        : -75.94
PROFUNDIDAD     : 132 km
MAGNITUD        : M5.4
DIST. EPICENTRAL: 359.9 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/03/09 19:17:12  UTC
NUMERO DE MUESTRAS         : 10001
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   0.5466     0.7099        0.7434

              Z              N              E
      -0.088753       0.065255      -0.012076
       0.100343       0.012696       0.010229
       0.007651       0.003257      -0.028269
      -0.028050       0.034352      -0.007203
      -0.043620      -0.022053      -0.001295
      -0.001784       0.004145       0.051343
       0.049227       0.023185      -0.034648
       0.053711      -0.031173      -0.011507
      -0.111896      -0.001196       0.017165
       0.019011       0.059523       0.003122
       0.101064      -0.030684      -0.000136
      -0.113181      -0.000522       0.000462
       0.093795       0.014801      -0.055947
      -0.003635      -0.003366       0.049746
      -0.057743       0.054888       0.022352
       0.089090      -0.054029      -0.065474
      -0.061327       0.048423       0.021372
       0.023172      -0.001485       0.007356
      -0.050040       0.001733       0.066277
      -0.018878       0.033482       0.006091
       0.106728      -0.151949      -0.053289
      -0.031792       0.075337      -0.011359
      -0.011051       0.073107       0.034131
       0.034637      -0.027493      -0.061171
      -0.007020       0.053092       0.044168
      -0.084113      -0.001631       0.004369
       0.127611      -0.096679      -0.094164
      -0.022505       0.032780       0.142396
      -0.042994       0.062715      -0.067619
       0.097106      -0.060427       0.002015
      -0.155037       0.074581       0.067076
       0.057881       0.017047      -0.043938
       0.015275      -0.032847       0.002138
       0.045239      -0.062459      -0.107978
       0.085316      -0.017134       0.070733
      -0.155012       0.116582       0.057134
       0.010371      -0.014452      -0.027959
       0.037027      -0.040173       0.007515
      -0.022432       0.025448      -0.001030
       0.070807       0.016610      -0.007120
       0.008553       0.016670      -0.026547
      -0.024435       0.042072       0.056978
       0.003562      -0.048578      -0.043208
      -0.042048      -0.081589      -0.015797
       0.049528       0.069799       0.047295
      -0.042835       0.045326      -0.027579
       0.013165      -0.016019       0.038825
       0.084099       0.020587      -0.020707
      -0.091440      -0.010200      -0.025199
       0.030024      -0.000305       0.035406
       0.021329       0.015038      -0.022836
      -0.033470      -0.012802      -0.007409
       0.032995      -0.015149      -0.006168
       0.000104       0.027361       0.000621
      -0.020184       0.006157       0.027121
       0.014210      -0.021208      -0.007864
      -0.018684       0.028244      -0.027076
       0.041903       0.033494       0.022492
       0.049730       0.002536       0.032910
      -0.128715      -0.013154      -0.017305
       0.037014       0.020702      -0.022457
       0.059047      -0.018685       0.006290
      -0.027532      -0.015819       0.016703
       0.055436      -0.019719      -0.005190
      -0.062200      -0.000147       0.000891
      -0.021467       0.082891      -0.043235
       0.082138       0.000091      -0.028193
       0.010223      -0.031368       0.100793
      -0.061858       0.032832       0.067680
       0.011736       0.006910      -0.089724
       0.026497      -0.056217      -0.019410
      -0.022134       0.058605       0.007778
       0.015817       0.002061      -0.037050
       0.023222      -0.024589       0.051910
       0.062195       0.039187      -0.020432
      -0.068494      -0.052777       0.053671
      -0.111389       0.085814       0.000071
       0.074224      -0.030331      -0.077032
       0.106674      -0.061520       0.028090
      -0.002333       0.111808       0.008563
      -0.092174       0.000587       0.053181
       0.030212      -0.028750      -0.024371
       0.032386      -0.015038      -0.016435
      -0.079494       0.009528      -0.009017
       0.056855       0.016367      -0.037972
       0.055205      -0.021169       0.031091
      -0.040946      -0.005755       0.007182
       0.034338       0.034134       0.001240
      -0.071096      -0.001967       0.032956
      -0.095250       0.057862      -0.010925
       0.141522      -0.020918      -0.060820
