INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : ICA-ICA
CODIGO  : UICA
LATITUD : -14.087
LONGITUD: -75.734

2. SISMO
FECHA LOCAL     : 2021/06/22
HORA LOCAL      : 21:54:18
LATITUD         : -12.77
LONGITUD        : -76.91
PROFUNDIDAD     : 32 km
MAGNITUD        : M5.8
DIST. EPICENTRAL: 194.2 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/06/23 02:54:29  UTC
NUMERO DE MUESTRAS         : 13705
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   5.8246     10.1810        9.7569

              Z              N              E
      -0.011636      -0.025724       0.003377
      -0.001171      -0.009629       0.010384
       0.004742      -0.011008       0.009373
       0.004197       0.007269      -0.001123
       0.002530       0.015173      -0.000927
       0.004604       0.010020       0.002544
       0.007906       0.002726       0.002500
      -0.001358      -0.023433       0.013789
      -0.006730      -0.031401      -0.001855
      -0.011667      -0.030539       0.000844
      -0.016119      -0.021478       0.001133
      -0.006112      -0.015777      -0.009048
       0.000173      -0.009179      -0.004401
       0.010126      -0.002300      -0.011627
       0.012725       0.003226       0.002214
       0.009068       0.002853       0.001559
       0.007923      -0.013555       0.007296
      -0.007063      -0.010768       0.011522
      -0.018551      -0.008631      -0.002428
      -0.017393      -0.008390      -0.001039
      -0.007125      -0.010757      -0.003638
       0.003007      -0.014914      -0.001868
       0.006810      -0.019030      -0.006477
       0.007324      -0.020498       0.008018
       0.003903      -0.018251       0.016538
       0.002303      -0.011023       0.003555
      -0.000116       0.002314       0.002323
      -0.003240       0.002537      -0.002620
      -0.000174       0.006925      -0.003397
       0.001200      -0.008224      -0.002959
      -0.000332      -0.019553       0.005233
      -0.001146      -0.030416       0.002975
      -0.009040      -0.035742      -0.003308
      -0.009723      -0.021304       0.000427
      -0.002987      -0.016861      -0.006717
       0.000221       0.003562      -0.004553
       0.008129       0.014324      -0.009249
       0.006333       0.006599      -0.006389
       0.001543      -0.013999       0.007306
      -0.003864      -0.014271       0.005965
      -0.011492      -0.015293       0.011439
      -0.005957      -0.037996       0.004356
      -0.003311      -0.023874      -0.009061
       0.001302      -0.008284       0.000836
       0.008086       0.001282       0.002168
       0.011744       0.009535      -0.008470
       0.006815       0.006382      -0.001157
      -0.009717       0.002382       0.004516
      -0.010201      -0.010858       0.004302
      -0.011653      -0.019287       0.007503
      -0.008449      -0.018533       0.009109
       0.002034      -0.027117      -0.000251
       0.000939      -0.024021      -0.007331
       0.006326      -0.010359       0.003140
       0.008802      -0.005349       0.001153
       0.007111      -0.002260       0.002672
       0.000800      -0.001555       0.004055
      -0.008706      -0.004832      -0.004561
      -0.015165      -0.016732       0.000785
      -0.018068      -0.013192       0.000871
      -0.004738      -0.009441      -0.001400
       0.006658      -0.017564       0.005871
       0.011533      -0.018561       0.004599
       0.009972      -0.019992      -0.002864
       0.003250      -0.013831      -0.000273
      -0.000074      -0.012814      -0.007216
      -0.010720      -0.003562      -0.011027
      -0.009920       0.006586      -0.003616
      -0.004621      -0.003117       0.000071
      -0.003216      -0.007046       0.015889
       0.003159      -0.011720       0.021352
       0.003832      -0.009341       0.013916
       0.006316      -0.011841       0.004735
       0.002844      -0.021736      -0.007968
      -0.003852      -0.015894      -0.014943
      -0.005344      -0.011195      -0.017913
      -0.007048      -0.005700      -0.010362
      -0.009650      -0.002393      -0.004798
      -0.011048       0.004548       0.003170
      -0.000503       0.004726       0.015089
       0.007205      -0.012658       0.016331
       0.008350      -0.020190       0.013562
       0.011210      -0.023559       0.001536
       0.009853      -0.026855      -0.008534
       0.001064      -0.027544      -0.016171
      -0.007567      -0.017608      -0.020369
      -0.007481      -0.004952      -0.007920
      -0.001763      -0.008867       0.003278
       0.002198      -0.014392       0.010348
      -0.001530      -0.010580       0.008066
      -0.003272      -0.006844       0.008762
      -0.004161      -0.004342       0.011778
      -0.006321      -0.003276       0.000893
      -0.006832      -0.001229       0.002067
      -0.001796      -0.000074       0.009148
      -0.000141      -0.012203       0.004119
      -0.003785      -0.014610       0.001248
      -0.003871      -0.018374      -0.001866
      -0.004577      -0.018130      -0.007517
       0.002198      -0.004454      -0.002842
       0.005113      -0.002633       0.000922
       0.004681      -0.005443       0.001568
       0.005041      -0.010403       0.002091
       0.000219      -0.012899       0.001329
      -0.002712      -0.022351       0.001710
      -0.004628      -0.020707      -0.004034
      -0.000513      -0.020598      -0.001051
      -0.003736      -0.020746       0.002417
      -0.007169      -0.003131      -0.004072
      -0.001692       0.006156      -0.011391
       0.000181       0.012621      -0.006804
       0.002163       0.002406       0.005405
       0.002534      -0.014775       0.004136
       0.002668      -0.026862       0.006931
       0.004592      -0.027590       0.001685
       0.002386      -0.017537       0.000085
      -0.007888      -0.014645       0.006677
      -0.011289      -0.003084       0.004833
      -0.003990       0.001202       0.006433
      -0.001843      -0.006483      -0.005780
      -0.006295      -0.007483      -0.003895
      -0.003361      -0.014498      -0.006095
       0.004001      -0.019320      -0.015034
       0.007521      -0.013252       0.001461
       0.005055      -0.008325       0.011147
      -0.004857      -0.003738       0.014611
      -0.008622      -0.006179       0.008629
      -0.006965      -0.002963       0.003881
       0.001324      -0.006321      -0.004031
       0.004676      -0.013128      -0.016358
       0.001101      -0.008624      -0.011613
       0.006606      -0.020262      -0.005085
       0.004521      -0.024278       0.004396
       0.001746      -0.018954       0.011097
      -0.006179      -0.018837       0.015808
      -0.013797      -0.008614       0.019515
      -0.007158       0.002016       0.008277
      -0.001261      -0.000742      -0.004926
       0.005323      -0.010395      -0.008824
       0.002254      -0.017710      -0.011038
      -0.000831      -0.023184      -0.015200
      -0.004938      -0.013977      -0.011536
      -0.007793       0.000514      -0.000683
      -0.001678      -0.003092       0.008642
      -0.007027      -0.008161       0.005914
      -0.007676      -0.011914       0.000322
      -0.004122      -0.012367       0.000476
       0.004254      -0.014832      -0.008250
       0.013488      -0.014932      -0.005861
       0.009681      -0.004734       0.010905
       0.002409      -0.016181       0.005132
      -0.013693      -0.004996       0.000078
      -0.017753       0.003241       0.008813
      -0.008472      -0.014751       0.004843
       0.003464      -0.014913       0.003573
       0.012547      -0.024539       0.001325
       0.009791      -0.021456      -0.000192
       0.008700      -0.016720       0.010791
       0.005173      -0.010499       0.010650
      -0.001296      -0.000750       0.004057
      -0.005058       0.002225      -0.005048
      -0.004649       0.008524      -0.008939
      -0.005345      -0.003008      -0.009559
      -0.012584      -0.008157      -0.010336
      -0.012449      -0.012349       0.000337
      -0.004157      -0.022406       0.001994
       0.002837      -0.023901       0.003249
       0.008707      -0.021508       0.003119
       0.011203      -0.014508      -0.004180
       0.004331      -0.006247       0.004605
      -0.002630      -0.001244       0.005933
      -0.004352      -0.005806       0.001271
      -0.007762      -0.012412       0.000302
      -0.014256      -0.009844      -0.002176
      -0.011952      -0.012553      -0.003795
       0.000451      -0.024087      -0.010217
       0.003204      -0.026966      -0.001768
       0.004317      -0.011482       0.003188
       0.008846       0.005689      -0.001371
       0.010305      -0.006154       0.008210
       0.003944      -0.011971       0.008854
      -0.007536      -0.007911       0.002366
      -0.012395      -0.004640       0.001758
      -0.012116       0.006010      -0.001283
      -0.004249      -0.004044      -0.012736
       0.004545      -0.009756      -0.007377
       0.010426      -0.010596       0.004448
       0.012377      -0.016776       0.003104
       0.005672      -0.022642       0.015805
      -0.000598      -0.026733       0.007669
      -0.007866      -0.013558      -0.007498
      -0.014940      -0.001850       0.005173
      -0.015238      -0.001226       0.000148
      -0.005270      -0.003024      -0.008590
       0.006683      -0.006416      -0.002527
       0.008681      -0.009794       0.004166
       0.007430      -0.018431      -0.000272
      -0.003741      -0.019220      -0.004185
      -0.010202      -0.010354       0.006453
      -0.002419      -0.009153       0.005791
      -0.002663      -0.005399      -0.002528
      -0.000781      -0.004592      -0.003167
       0.004256      -0.001927      -0.002483
       0.008493      -0.003309       0.006791
