INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : ESCUELA NAVAL-LIMA
CODIGO  : ENPE
LATITUD : -12.072
LONGITUD: -77.169

2. SISMO
FECHA LOCAL     : 2021/06/22
HORA LOCAL      : 21:54:18
LATITUD         : -12.77
LONGITUD        : -76.91
PROFUNDIDAD     : 32 km
MAGNITUD        : M5.8
DIST. EPICENTRAL: 82.6 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/06/23 02:54:25  UTC
NUMERO DE MUESTRAS         : 6127
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   26.8319     50.0502        47.6417

              Z              N              E
      -0.004831      -0.006834      -0.001173
      -0.001901       0.003024      -0.005989
      -0.000646      -0.002790      -0.001567
      -0.002075       0.001502      -0.001917
      -0.003108      -0.004269      -0.002569
      -0.004411       0.000606      -0.001272
      -0.002556       0.003220      -0.002638
      -0.006198       0.003459      -0.004718
      -0.005255      -0.003046       0.000529
       0.000299      -0.005125      -0.004035
      -0.002375       0.010747      -0.002415
      -0.003535      -0.015087       0.000791
      -0.001902       0.003980      -0.005790
       0.005044       0.000409      -0.006596
      -0.001031      -0.007407       0.000663
      -0.001434       0.002121      -0.003257
       0.004243      -0.010168      -0.005156
      -0.000938       0.012537      -0.001450
       0.004838      -0.007497       0.000769
       0.003724      -0.002213       0.002591
       0.001924       0.001945      -0.010397
       0.003538      -0.006366      -0.000675
      -0.002346       0.006312       0.000179
       0.000263      -0.011506      -0.002537
       0.003447       0.006774      -0.000228
       0.000297      -0.003259      -0.006075
      -0.000477      -0.006238       0.001481
      -0.000236       0.007944      -0.004234
      -0.005256      -0.008982      -0.001825
      -0.007164       0.000641      -0.001492
      -0.002726       0.001253      -0.000870
      -0.003600       0.004821      -0.005178
      -0.002535      -0.001304       0.002659
       0.001212      -0.004953       0.002746
