INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : PUNTA NEGRA-LIMA
CODIGO  : PNEG
LATITUD : -12.367
LONGITUD: -76.794

2. SISMO
FECHA LOCAL     : 2021/06/22
HORA LOCAL      : 21:54:18
LATITUD         : -12.77
LONGITUD        : -76.91
PROFUNDIDAD     : 32 km
MAGNITUD        : M5.8
DIST. EPICENTRAL: 46.6 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/06/23 02:54:23  UTC
NUMERO DE MUESTRAS         : 4296
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   245.5761     220.9869        202.0663

              Z              N              E
      -0.005785       0.014645      -0.035169
      -0.005254       0.021667      -0.036475
       0.009360       0.013881      -0.016162
       0.015486       0.017713       0.000388
       0.005648       0.016842      -0.007855
      -0.000378       0.017461      -0.019740
      -0.013363       0.014790      -0.028348
      -0.010836       0.009744      -0.053214
      -0.007996       0.012739      -0.056215
      -0.027987      -0.000073      -0.026091
      -0.009026      -0.004997      -0.018350
       0.008692       0.005527      -0.017362
       0.007527       0.012417      -0.015371
       0.020173       0.002295      -0.009818
       0.017935      -0.000724      -0.011505
       0.012052       0.023186      -0.027362
       0.006536       0.025704      -0.018225
      -0.006957       0.012110      -0.007539
      -0.009354       0.009125      -0.008450
      -0.006971       0.014184      -0.019289
      -0.016528       0.017573      -0.020517
      -0.009098       0.013142      -0.016224
       0.008363       0.007891      -0.021268
       0.009616       0.004734      -0.020981
       0.002069       0.020137      -0.027413
      -0.014631       0.025149      -0.026585
      -0.024937       0.008423      -0.027999
      -0.025039       0.009029      -0.045569
      -0.018593       0.007691      -0.043454
      -0.001313       0.001403      -0.025447
       0.010395       0.000104      -0.020635
       0.016310      -0.002405      -0.005630
       0.036390       0.012318      -0.003418
       0.039525       0.022939      -0.009034
       0.019215       0.019620      -0.006430
      -0.001289       0.015657      -0.028043
      -0.014215       0.008198      -0.036985
      -0.008287       0.011892      -0.046256
      -0.015325       0.005875      -0.047809
      -0.035008      -0.011408      -0.034258
      -0.031870      -0.004543      -0.031552
      -0.014721       0.002904      -0.015946
      -0.001094       0.002471      -0.006610
       0.008960       0.003682       0.003725
       0.007529       0.004586       0.002367
       0.012530       0.020886      -0.017370
       0.018060       0.032103      -0.022689
       0.004627       0.031303      -0.024144
       0.003970       0.030994      -0.023629
       0.000773       0.022988      -0.013623
      -0.002717       0.017790      -0.004814
       0.002418       0.014097      -0.004888
      -0.001132       0.004354      -0.014877
      -0.006137       0.006254      -0.033391
      -0.010256       0.012347      -0.043868
