INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : MOQUEGUA-MOQUEGUA
CODIGO  : MOQA
LATITUD : -17.190
LONGITUD: -70.935

2. SISMO
FECHA LOCAL     : 2021/04/25
HORA LOCAL      : 18:50:33
LATITUD         : -15.63
LONGITUD        : -74.66
PROFUNDIDAD     : 44 km
MAGNITUD        : M5.4
DIST. EPICENTRAL: 434.0 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2021/04/25 23:51:17  UTC
NUMERO DE MUESTRAS         : 14001
MUESTREO                   : 100muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :   0.4420     1.0015        1.2156

              Z              N              E
      -0.000671      -0.001253       0.000478
       0.000975       0.001956       0.002099
       0.007720       0.001091       0.002948
       0.006520       0.003114       0.002271
      -0.007999       0.002405      -0.000001
      -0.008905       0.000439      -0.004140
      -0.001023      -0.003462      -0.002915
       0.001953      -0.003636       0.000995
       0.000437      -0.002309       0.003129
       0.002533      -0.003210       0.004764
       0.005764      -0.001509       0.004674
       0.002668       0.002852      -0.000542
      -0.001317       0.005790      -0.002152
      -0.002899       0.004566       0.000508
      -0.001181       0.000767      -0.000824
      -0.007697      -0.004090      -0.001287
      -0.008506      -0.005334      -0.000051
       0.005324      -0.005640       0.001044
       0.005450      -0.000694       0.000076
      -0.001035       0.006155      -0.000279
      -0.000861       0.005543       0.001007
      -0.001307       0.001388       0.000359
      -0.002209      -0.007453       0.000384
      -0.002102      -0.012350      -0.001072
      -0.000869      -0.004103      -0.001386
       0.000485       0.004945      -0.000141
       0.000597       0.007206       0.001277
       0.003008       0.006860       0.003620
       0.004543       0.002669       0.002924
      -0.004647      -0.003745       0.001367
      -0.008218      -0.008600      -0.001425
       0.000341      -0.007439      -0.003392
       0.003154       0.002623      -0.002675
